"ID","Department","To Date","From Date","Company","Total Estimated Budget","ID (Staffing Plan Detail)"
"plan4003","Marketing - 3","2049-11-29","2049-11-22","3company",0.0,"765d12d097"
"plan4002","Sales - 114","2050-10-29","2050-06-25","14company",629265.0,"0cd77bdebc"
"plan4000","Marketing - 110","2051-07-23","2051-04-22","10company",0.0,"86b1604dc0"
"plan3999","Marketing - 9","2050-10-16","2050-10-12","9company",0.0,"90de68d179"
"plan3998","Production - 4","2050-11-11","2049-10-04","4company",0.0,"436249d179"
"plan3997","Management - 118","2049-07-03","2049-02-03","18company",0.0,"129beef5ec"
"plan3995","Marketing - 114","2049-09-25","2049-08-24","14company",0.0,"7c816f3192"
"plan3994","Quality Management - 113","2050-07-20","2050-06-19","13company",784572.0,"cad0b04bd5"
"plan3993","Customer Service - 115","2049-01-11","2049-01-02","15company",0.0,"a3de93e581"
"plan3992","Human Resources - 115","2049-07-28","2049-05-26","15company",1066056.0,"7db122191e"
"plan3990","Legal - 115","2050-05-21","2050-04-15","15company",0.0,"2fc188c66f"
"plan3989","Legal - 4","2050-05-22","2050-04-12","4company",0.0,"69cc50a84d"
"plan3988","Production - 3","2051-10-25","2051-08-25","3company",0.0,"341f718438"
"plan3987","Dispatch - 116","2051-09-22","2051-06-11","16company",397210.0,"0cefdc3d94"
"plan3986","Sales - 1","2049-11-28","2049-11-28","1company",0.0,"99bd33e7cb"
"plan3985","Dispatch - 7","2051-09-20","2051-09-11","7company",0.0,"e60fa91108"
"plan3984","Dispatch - 113","2050-07-23","2050-04-22","13company",0.0,"70a3f878c6"
"plan3983","Research & Development - 9","2050-10-28","2050-10-23","9company",0.0,"6359ec3153"
"plan3982","Management - 4","2049-11-26","2049-04-06","4company",0.0,"dd33ba7b42"
"plan3981","Production - 2","2050-11-23","2050-02-16","2company",346750.0,"952bfdaedb"
"plan3980","Operations - 9","2051-08-15","2051-02-02","9company",0.0,"e4f1710ab1"
"plan3979","Customer Service - 3","2050-11-18","2050-04-14","3company",0.0,"e7800f0855"
"plan3978","Human Resources - 9","2051-04-27","2051-01-20","9company",0.0,"35d1b26a1e"
"plan3977","Human Resources - 116","2051-10-29","2051-09-29","16company",0.0,"d35fd6a186"
"plan3975","Legal - 1","2049-10-26","2049-08-10","1company",0.0,"0e9695b2d1"
"plan3974","Customer Service - 113","2051-10-29","2051-05-29","13company",741300.0,"2c773d052c"
"plan3973","Operations - 4","2049-08-25","2049-02-17","4company",0.0,"7ea6910e93"
"plan3972","Operations - 113","2051-10-16","2051-10-02","13company",656320.0,"e75bdad88e"
"plan3970","Marketing - 116","2047-07-17","2047-03-13","16company",0.0,"52cd3b6f3c"
"plan3969","Production - 5","2049-11-05","2049-11-01","5company",0.0,"66b4e0b480"
"plan3966","Purchase - 8","2049-10-28","2049-03-15","8company",0.0,"5f3d123516"
"plan3964","Dispatch - 2","2049-06-22","2049-04-08","2company",0.0,"622287c862"
"plan3963","Customer Service - 112","2048-09-25","2048-07-05","12company",0.0,"9240e6b452"
"plan3961","Quality Management - 8","2048-09-27","2047-09-26","8company",0.0,"681675f465"
"plan3959","Production - 4","2048-11-28","2048-11-26","4company",0.0,"fbd4332fe7"
"plan3957","Management - 3","2049-08-26","2049-08-22","3company",0.0,"74357abbd5"
"plan3955","Purchase - 9","2049-09-05","2049-03-04","9company",0.0,"4c9eff29ac"
"plan3947","Human Resources - 1","2049-10-27","2049-08-14","1company",0.0,"2390f119b3"
"plan3946","Research & Development - 7","2048-08-27","2047-05-27","7company",0.0,"6756699e63"
"plan3944","Management - 114","2049-06-22","2049-06-01","14company",0.0,"7be62818f5"
"plan3942","","2048-11-08","2048-09-08","11company",0.0,"e9ee24964c"
"plan3939","","2048-05-22","2048-05-13","11company",0.0,"9408b4952e"
"plan3937","Marketing - 9","2047-09-18","2047-08-11","9company",0.0,"f8d8b91655"
"plan3936","Management - 112","2048-11-27","2048-11-01","12company",0.0,"518365ae49"
"plan3935","Human Resources - 3","2048-10-29","2048-10-20","3company",696090.0,"0384ab96bd"
"plan3932","Marketing - 4","2048-06-17","2048-01-11","4company",0.0,"3d2580d9b2"
"plan3931","Marketing - 113","2048-08-29","2048-04-26","13company",0.0,"3ed46c2dde"
"plan3929","Legal - 1","2048-09-11","2048-09-07","1company",0.0,"0850559840"
"plan3928","Marketing - 1","2049-06-24","2049-01-05","1company",0.0,"3a4e98e4bf"
"plan3927","Marketing - 110","2048-04-27","2048-04-09","10company",0.0,"94d07df6a6"
"plan3925","Legal - 9","2048-07-17","2048-03-08","9company",0.0,"1e44a4b5e6"
"plan3924","Legal - 3","2049-09-12","2049-03-07","3company",0.0,"fec26deaa9"
"plan3922","","2048-06-08","2048-05-02","11company",485052.0,"4151555d83"
"plan3921","Legal - 9","2047-11-26","2047-11-24","9company",0.0,"68248604b6"
"plan3920","Operations - 110","2048-04-26","2047-03-25","10company",0.0,"a95322bf52"
"plan3919","Sales - 114","2047-09-20","2047-08-05","14company",0.0,"1511bd5211"
"plan3918","Purchase - 1","2049-10-08","2049-07-05","1company",696996.0,"364ee6387f"
"plan3917","Sales - 7","2047-06-28","2047-05-18","7company",0.0,"bd9d264c87"
"plan3914","Purchase - 112","2048-06-25","2047-04-03","12company",0.0,"b3d28cd4aa"
"plan3912","","2049-11-27","2049-11-23","11company",0.0,"9964580cff"
"plan3911","Operations - 6","2049-09-29","2049-09-20","6company",0.0,"5ae2823b59"
"plan3909","Sales - 116","2048-11-26","2047-11-24","16company",0.0,"8e49d575b6"
"plan3906","Legal - 1","2048-11-28","2048-11-03","1company",0.0,"6982dfa2aa"
"plan3905","Management - 112","2048-11-19","2048-11-07","12company",0.0,"4e1822c1a3"
"plan3904","Sales - 114","2049-09-28","2049-06-25","14company",0.0,"7cf5e0e101"
"plan3902","Management - 110","2049-09-15","2049-08-08","10company",0.0,"925ae5fc50"
"plan3901","Operations - 9","2049-06-25","2049-06-05","9company",0.0,"030e51250b"
"plan3899","Operations - 9","2048-07-16","2048-04-15","9company",0.0,"de29a3a460"
"plan3897","Production - 118","2049-11-08","2049-11-06","18company",0.0,"f412759bcf"
"plan3896","Production - 118","2048-09-29","2048-09-29","18company",0.0,"2d96d693bf"
"plan3894","Operations - 118","2048-11-25","2048-04-19","18company",0.0,"4455a779c0"
"plan3891","Management - 110","2047-10-24","2047-08-05","10company",0.0,"7191b36ce9"
"plan3890","Human Resources - 118","2049-09-27","2049-04-22","18company",0.0,"a4043462ea"
"plan3889","Research & Development - 8","2049-03-22","2049-02-06","8company",0.0,"8046582198"
"plan3885","Sales - 112","2049-08-25","2049-08-04","12company",0.0,"9f1463f022"
"plan3884","Human Resources - 117","2048-11-29","2048-08-26","17company",0.0,"1b5322a4ca"
"plan3882","Human Resources - 118","2047-08-05","2047-07-03","18company",0.0,"7db6622a10"
"plan3880","Dispatch - 8","2048-03-26","2048-03-21","8company",393288.0,"de7496906e"
"plan3879","Purchase - 113","2048-10-22","2048-10-22","13company",0.0,"f675e1b674"
"plan3878","Legal - 112","2048-06-29","2048-03-08","12company",0.0,"bbc2d0c493"
"plan3877","Human Resources - 3","2048-10-24","2048-09-19","3company",660824.0,"4cf0f6c2af"
"plan3872","Sales - 1","2047-10-26","2047-07-23","1company",0.0,"1b177b6b6d"
"plan3870","Purchase - 7","2049-08-28","2049-07-08","7company",0.0,"11cbe2bb64"
"plan3868","Sales - 1","2048-09-27","2048-06-16","1company",0.0,"d4b2502a15"
"plan3867","Human Resources - 110","2049-10-27","2049-09-04","10company",0.0,"ebd5f09336"
"plan3866","","2048-06-12","2048-05-02","11company",0.0,"5447e3e120"
"plan3865","Purchase - 6","2048-09-29","2047-08-28","6company",0.0,"aad3f5fd87"
"plan3863","Human Resources - 3","2049-10-28","2049-10-24","3company",488824.0,"64eeab537c"
"plan3862","Dispatch - 3","2047-09-26","2047-06-16","3company",473992.0,"12c9212403"
"plan3861","Customer Service - 8","2049-10-14","2049-10-03","8company",0.0,"487433b7b4"
"plan3860","Production - 4","2047-10-28","2047-03-24","4company",484883.0,"a1cfb994b5"
"plan3859","Legal - 8","2048-02-24","2048-01-16","8company",0.0,"32a720e1fa"
"plan3858","Research & Development - 115","2049-06-22","2049-06-21","15company",667904.0,"cca1cc94f6"
"plan3856","Dispatch - 115","2047-10-20","2047-10-17","15company",0.0,"7499c2910a"
"plan3855","Management - 115","2048-05-24","2048-03-16","15company",0.0,"60d7c9b175"
"plan3851","Production - 1","2049-09-29","2049-08-29","1company",0.0,"45e5eb1f57"
"plan3850","Marketing - 116","2048-08-13","2048-07-05","16company",0.0,"bfe9b20f19"
"plan3849","Customer Service - 114","2049-09-26","2049-03-12","14company",0.0,"7d38a57bc6"
"plan3848","Quality Management - 5","2049-10-17","2049-09-14","5company",0.0,"1ba1aeb811"
"plan3847","Customer Service - 2","2048-11-26","2048-11-12","2company",0.0,"3d675fc309"
"plan3845","Customer Service - 9","2048-10-29","2048-10-28","9company",0.0,"06c75e2b3e"
"plan3841","Quality Management - 117","2048-04-29","2048-01-11","17company",0.0,"b7ba82d74c"
"plan3839","","2048-07-29","2048-06-26","11company",0.0,"07af5b5b16"
"plan3837","Human Resources - 4","2049-04-28","2049-03-28","4company",0.0,"84af40bc87"
"plan3836","Human Resources - 110","2048-11-23","2048-11-13","10company",0.0,"2217aca36e"
"plan3833","Marketing - 2","2047-06-23","2047-05-18","2company",0.0,"3d49162858"
"plan3832","Legal - 6","2049-07-14","2049-03-04","6company",369636.0,"b3a7e55594"
"plan3831","Dispatch - 114","2048-11-28","2048-11-26","14company",0.0,"60592bf0ad"
"plan3829","Dispatch - 4","2048-07-29","2047-02-01","4company",1254750.0,"abb9f464b3"
"plan3826","Quality Management - 6","2048-11-29","2048-11-28","6company",339834.0,"d60b4c8d6e"
"plan3820","","2048-02-29","2048-02-14","11company",0.0,"23f0afdac8"
"plan3818","Customer Service - 8","2048-08-22","2048-08-08","8company",290566.0,"9b422c5c94"
"plan3817","Purchase - 112","2049-11-29","2049-06-20","12company",0.0,"bae9f243dc"
"plan3816","Operations - 1","2047-11-23","2047-06-19","1company",634146.0,"fc33f631bc"
"plan3815","Customer Service - 4","2049-07-24","2049-07-23","4company",904230.0,"1f1a5bdcfb"
"plan3814","Management - 1","2049-08-12","2049-08-01","1company",0.0,"fd37ec28cb"
"plan3813","Operations - 113","2048-05-28","2048-04-12","13company",0.0,"9eea4f9570"
"plan3808","Human Resources - 112","2049-10-20","2049-10-10","12company",834246.0,"5370b41ea0"
"plan3807","Purchase - 118","2047-11-19","2047-10-12","18company",0.0,"077e74283f"
"plan3805","Customer Service - 8","2049-11-10","2049-11-01","8company",0.0,"20bfeb08d0"
"plan3804","Purchase - 8","2049-01-27","2049-01-26","8company",1082752.0,"b365e654de"
"plan3801","Operations - 117","2048-08-29","2048-03-28","17company",0.0,"686ba5e587"
"plan3799","Sales - 7","2048-11-17","2048-11-17","7company",174774.0,"00cc26640d"
"plan3798","Sales - 9","2047-02-27","2047-01-26","9company",0.0,"885263a1d9"
"plan3797","Customer Service - 2","2048-10-13","2047-07-10","2company",0.0,"0ffeb58522"
"plan3795","Research & Development - 6","2049-10-29","2049-06-18","6company",0.0,"a5709fe324"
"plan3794","Human Resources - 4","2049-04-27","2049-04-12","4company",0.0,"a74fb15ae3"
"plan3793","Human Resources - 9","2048-11-28","2047-11-27","9company",0.0,"ce7c2a7440"
"plan3790","Dispatch - 7","2049-10-29","2049-08-28","7company",0.0,"d364732915"
"plan3789","Marketing - 3","2047-11-24","2047-06-17","3company",0.0,"84ba30ab6b"
"plan3788","Purchase - 115","2048-10-27","2048-10-27","15company",0.0,"8c52b325d5"
"plan3786","","2048-11-08","2048-07-04","11company",0.0,"e89625302b"
"plan3785","Legal - 110","2048-09-28","2048-04-25","10company",0.0,"6591f2f50c"
"plan3783","Legal - 112","2048-11-17","2047-10-10","12company",0.0,"529b4737b2"
"plan3782","Quality Management - 115","2047-09-16","2047-03-12","15company",0.0,"1af9fc7a40"
"plan3781","Human Resources - 2","2049-05-27","2049-04-27","2company",0.0,"be5a070a8e"
"plan3779","Research & Development - 117","2049-08-20","2049-08-18","17company",366756.0,"521be50f94"
"plan3778","Management - 4","2048-09-15","2047-01-01","4company",0.0,"fba573a066"
"plan3777","Dispatch - 117","2049-08-24","2049-01-24","17company",0.0,"bd0949ec6a"
"plan3776","Sales - 4","2049-10-16","2049-08-05","4company",0.0,"515881e278"
"plan3775","Legal - 114","2049-05-26","2049-03-05","14company",376250.0,"6a4bf861f9"
"plan3770","","2049-06-25","2049-03-16","11company",0.0,"3bc56efae4"
"plan3768","Human Resources - 115","2049-08-18","2049-01-02","15company",0.0,"c95807e92d"
"plan3767","Customer Service - 8","2049-11-08","2049-06-05","8company",0.0,"b5cad701da"
"plan3766","Management - 2","2049-11-25","2049-05-13","2company",0.0,"77363fe0b3"
"plan3762","","2049-09-29","2049-06-28","11company",0.0,"28eae23dda"
"plan3758","","2049-08-26","2049-05-26","11company",666624.0,"0c8055c910"
"plan3752","Dispatch - 110","2049-08-23","2049-02-13","10company",320588.0,"105db1a2ff"
"plan3750","Sales - 7","2049-10-28","2049-09-04","7company",0.0,"a92dde30dc"
"plan3747","Marketing - 113","2049-08-25","2049-06-15","13company",826965.0,"0670c966be"
"plan3744","","2049-10-29","2049-09-18","11company",0.0,"e7464a2af9"
"plan3743","Human Resources - 118","2048-07-28","2048-03-24","18company",0.0,"e2d6c6a27f"
"plan3740","Purchase - 115","2049-07-29","2049-05-20","15company",0.0,"82b943b3c1"
"plan3739","Research & Development - 1","2047-01-27","2047-01-21","1company",0.0,"be9e9ebc72"
"plan3738","Marketing - 115","2049-11-27","2049-09-11","15company",0.0,"aacaa9b080"
"plan3737","Sales - 7","2048-06-28","2048-01-25","7company",685953.0,"65cf9430cd"
"plan3735","","2048-11-28","2048-03-27","11company",0.0,"e5cbc13838"
"plan3733","Marketing - 2","2049-09-12","2049-05-12","2company",0.0,"7364de2506"
"plan3730","","2049-09-25","2049-02-24","11company",0.0,"b5c768ed18"
"plan3728","Marketing - 4","2049-09-17","2049-04-08","4company",0.0,"939241cdbf"
"plan3726","Human Resources - 117","2048-01-20","2048-01-18","17company",0.0,"65a66da477"
"plan3725","Management - 114","2047-11-26","2047-11-03","14company",0.0,"d039a78a5e"
"plan3724","Production - 2","2049-08-18","2049-08-18","2company",0.0,"2c41bf254a"
"plan3723","Operations - 5","2049-04-26","2049-03-12","5company",0.0,"f7e05c4a5f"
"plan3722","Dispatch - 110","2048-09-09","2048-07-08","10company",506048.0,"bf395e9704"
"plan3720","Marketing - 4","2049-10-14","2049-03-05","4company",717787.0,"7b324fc28a"
"plan3719","","2047-03-29","2047-03-28","11company",0.0,"ec9db676b4"
"plan3718","Customer Service - 3","2049-06-21","2049-06-18","3company",0.0,"07b44240f7"
"plan3717","Operations - 2","2048-09-28","2048-06-27","2company",0.0,"13376f27d4"
"plan3715","Customer Service - 117","2047-08-20","2047-08-09","17company",0.0,"1ce883df27"
"plan3712","Quality Management - 4","2047-11-27","2047-11-23","4company",409700.0,"ec364af195"
"plan3710","Legal - 1","2049-11-29","2049-09-05","1company",0.0,"c9567a7bb5"
"plan3709","Quality Management - 112","2049-10-25","2049-07-04","12company",0.0,"75b4111b0a"
"plan3708","Operations - 112","2048-10-12","2048-10-11","12company",0.0,"01e357b5e8"
"plan3707","Research & Development - 115","2048-10-22","2048-06-16","15company",0.0,"392fedd010"
"plan3703","Purchase - 8","2047-06-13","2047-06-03","8company",0.0,"8a093b7544"
"plan3701","Customer Service - 118","2049-09-20","2049-06-15","18company",595625.0,"1d8cc155fd"
"plan3700","Management - 118","2047-11-26","2047-10-26","18company",250124.0,"c6205ba044"
"plan3699","Sales - 115","2047-07-26","2047-05-17","15company",330116.0,"11d8a5dfa6"
"plan3698","Marketing - 8","2048-10-21","2048-06-02","8company",0.0,"b38fcef2eb"
"plan3697","Management - 115","2049-11-23","2049-11-23","15company",331684.0,"5fc143dccd"
"plan3696","Management - 7","2048-05-28","2048-03-22","7company",692260.0,"92d87312a7"
"plan3694","Customer Service - 117","2049-09-12","2049-09-07","17company",684650.0,"4d77c6a69e"
"plan3693","Purchase - 9","2049-10-27","2049-09-01","9company",792918.0,"edd4ee1e05"
"plan3692","Human Resources - 1","2048-11-16","2048-07-13","1company",0.0,"cbf190ff28"
"plan3691","Management - 4","2048-09-12","2048-08-03","4company",254410.0,"3508b0b947"
"plan3690","Sales - 9","2048-09-20","2047-05-20","9company",195806.0,"ad2634500c"
"plan3687","Production - 110","2048-01-29","2048-01-11","10company",0.0,"36b4438faf"
"plan3685","Sales - 7","2048-08-25","2048-06-23","7company",0.0,"48aa5bca9c"
"plan3683","Management - 117","2048-09-22","2048-01-13","17company",0.0,"9c22c56bb8"
"plan3681","Research & Development - 9","2049-03-23","2049-01-09","9company",0.0,"398b144a79"
"plan3680","Marketing - 2","2047-05-29","2047-05-24","2company",1603745.0,"0dc5c0d9e5"
"plan3679","Sales - 6","2048-08-20","2048-08-18","6company",1043756.0,"15e1a43de2"
"plan3677","","2049-08-22","2049-04-10","11company",0.0,"b7c21219df"
"plan3674","Operations - 115","2048-10-11","2047-09-10","15company",1104180.0,"690969275a"
"plan3673","Production - 118","2049-03-29","2049-01-14","18company",0.0,"a9cbea34b6"
"plan3672","Purchase - 116","2047-11-26","2047-07-25","16company",0.0,"11a1c74496"
"plan3671","Dispatch - 110","2048-10-26","2047-10-21","10company",0.0,"3d8f65d1d1"
"plan3669","Purchase - 2","2048-07-23","2048-05-18","2company",658881.0,"9e5fa3b822"
"plan3666","Research & Development - 4","2048-08-28","2048-02-27","4company",0.0,"b2ca75edc3"
"plan3665","Legal - 7","2048-08-28","2048-04-27","7company",795976.0,"e105c1755e"
"plan3664","Human Resources - 9","2048-09-07","2048-07-03","9company",0.0,"a69fee7c2f"
"plan3663","Dispatch - 9","2048-10-27","2048-10-23","9company",0.0,"a93433039e"
"plan3662","Legal - 3","2049-10-10","2049-10-08","3company",0.0,"56c3018aaf"
"plan3660","Human Resources - 8","2049-09-22","2049-03-16","8company",0.0,"d01e85b9e1"
"plan3659","Dispatch - 9","2048-10-29","2048-01-23","9company",0.0,"fcdfb29363"
"plan3658","Research & Development - 115","2048-10-05","2048-08-03","15company",0.0,"4fa6f1a9e7"
"plan3657","Operations - 110","2049-07-25","2049-03-15","10company",0.0,"1f67b6f8f9"
"plan3656","Management - 3","2049-08-24","2049-04-14","3company",593260.0,"eb2a90ec31"
"plan3654","Human Resources - 116","2047-11-14","2047-07-09","16company",260092.0,"46dad47608"
"plan3653","Research & Development - 3","2048-07-27","2048-07-11","3company",1600775.0,"c0447c6a1c"
