"ID","ID (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)"
"plan3398","bef79c7313","Secretary",79963.0,9,719667.0,0,0,9
"plan3396","a210af9152","Project Manager",137881.0,0,0.0,0,0,0
"plan3392","dbfa461fcc","Project Manager",58050.0,0,0.0,0,0,0
"plan3391","e654d07da5","Administrative Officer",52718.0,0,0.0,0,0,0
"plan3388","0619f798ad","Project Manager",88347.0,0,0.0,0,0,0
"plan3387","072c385255","Head of Marketing and Sales",138988.0,0,0.0,0,0,0
"plan3386","50d92c8dfc","Accountant",109618.0,0,0.0,0,0,0
"plan3384","610d3ad52e","Analyst",61584.0,0,0.0,0,0,0
"plan3382","99e5726810","Engineer",141404.0,11,1555444.0,0,0,11
"plan3381","11d0867f52","Engineer",141171.0,4,564684.0,0,0,4
"plan3380","7c58c54103","Engineer",61645.0,0,0.0,0,0,0
"plan3379","2a90dbae15","Secretary",57693.0,0,0.0,0,0,0
"plan3378","295ba77e83","Analyst",138015.0,0,0.0,0,0,0
"plan3377","05dce6265f","Secretary",125456.0,0,0.0,0,0,0
"plan3376","5607721fb0","Software Developer",71756.0,3,215268.0,0,0,3
"plan3374","3613ec3324","Project Manager",124081.0,8,992648.0,0,0,8
"plan3373","61c3e48357","Accountant",58881.0,0,0.0,0,0,0
"plan3372","163538c637","Designer",59120.0,0,0.0,0,0,0
"plan3371","8c296abf66","Business Development Manager",83545.0,0,0.0,0,0,0
"plan3370","66b35a039e","Designer",84562.0,2,169124.0,0,0,2
"plan3368","e0c63690c0","Secretary",133320.0,0,0.0,0,0,0
"plan3365","ea6e644c76","Researcher",135092.0,0,0.0,0,0,0
"plan3364","9655130d66","Designer",107067.0,8,856536.0,0,0,8
"plan3360","efc9db4840","Designer",123408.0,0,0.0,0,0,0
"plan3358","412d1b407b","Software Developer",130438.0,0,0.0,0,0,0
"plan3357","caa9dd6c02","Software Developer",78593.0,11,864523.0,0,0,11
"plan3356","d8620575fe","Project Manager",71975.0,0,0.0,0,0,0
"plan3355","7379a21992","Business Development Manager",102518.0,0,0.0,0,0,0
"plan3352","7b1a6cc12b","Software Developer",116730.0,0,0.0,0,0,0
"plan3349","eed3f10bd8","Associate",83130.0,0,0.0,0,0,0
"plan3347","6c4171b2fc","Project Manager",124308.0,4,497232.0,0,0,4
"plan3346","e2ded0027d","Associate",131517.0,0,0.0,0,0,0
"plan3345","63c807db49","Project Manager",143398.0,0,0.0,0,0,0
"plan3344","d4753ee355","Head of Marketing and Sales",142652.0,0,0.0,0,0,0
"plan3343","d05d1875f2","HR Manager",146022.0,0,0.0,0,0,0
"plan3342","e9e9f80e47","Accountant",91323.0,4,365292.0,0,0,4
"plan3339","bf316fd95a","Software Developer",139061.0,0,0.0,0,0,0
"plan3338","2bd3f6a920","Software Developer",52287.0,0,0.0,0,0,0
"plan3337","1fe80aba8c","Designer",142864.0,0,0.0,0,0,0
"plan3336","408423e20e","Researcher",143082.0,10,1430820.0,0,0,10
"plan3334","d46f4d2790","Researcher",55552.0,0,0.0,0,0,0
"plan3332","f295b6971a","Head of Marketing and Sales",69636.0,0,0.0,0,0,0
"plan3330","f7fd9d9447","Head of Marketing and Sales",90063.0,6,540378.0,0,0,6
"plan3327","403143fc73","Associate",112510.0,0,0.0,0,0,0
"plan3326","27471ebc57","Analyst",62617.0,10,626170.0,0,0,10
"plan3325","1c2ed2b8e0","Software Developer",135879.0,0,0.0,0,0,0
"plan3324","4cceee1ff4","HR Manager",143470.0,0,0.0,0,0,0
"plan3323","4231741142","Accountant",134706.0,4,538824.0,0,0,4
"plan3322","bb8361e0b1","Project Manager",62782.0,10,627820.0,0,0,10
"plan3319","c26fb03635","Project Manager",65670.0,0,0.0,0,0,0
"plan3318","dead477602","Project Manager",131746.0,0,0.0,0,0,0
"plan3317","6d5bb66f36","Engineer",114711.0,0,0.0,0,0,0
"plan3316","de88830125","Business Development Manager",67896.0,0,0.0,0,0,0
"plan3315","3cf8aad251","Administrative Officer",68235.0,0,0.0,0,0,0
"plan3314","37dcf74ff3","Designer",139011.0,0,0.0,0,0,0
"plan3313","021d4559aa","Software Developer",57254.0,0,0.0,0,0,0
"plan3312","66ea6d0f65","Associate",73322.0,0,0.0,0,0,0
"plan3307","45133d7571","Head of Marketing and Sales",112833.0,0,0.0,0,0,0
"plan3306","a86dee2347","Software Developer",52000.0,0,0.0,0,0,0
"plan3305","40b68ed930","Engineer",142754.0,0,0.0,0,0,0
"plan3304","17c83507d5","Head of Marketing and Sales",118909.0,0,0.0,0,0,0
"plan3303","6c6b64b989","Accountant",126359.0,3,379077.0,0,0,3
"plan3300","8102893ecd","Secretary",147522.0,0,0.0,0,0,0
"plan3299","efc0daa3be","Accountant",125125.0,6,750750.0,0,0,6
"plan3297","97ca48d27a","Secretary",91232.0,2,182464.0,0,0,2
"plan3296","a4b6c7661d","Secretary",88001.0,0,0.0,0,0,0
"plan3295","5e58cb9d76","Administrative Officer",96551.0,0,0.0,0,0,0
"plan3292","9782419ec9","Designer",61897.0,0,0.0,0,0,0
"plan3289","3921e40190","Associate",51728.0,10,517280.0,0,0,10
"plan3287","9a4dae75f4","Business Development Manager",130944.0,3,392832.0,0,0,3
"plan3285","83933d2d01","Accountant",130827.0,4,523308.0,0,0,4
"plan3283","db9416df79","Head of Marketing and Sales",101630.0,3,304890.0,0,0,3
"plan3282","b76f9bc5a7","Analyst",60926.0,0,0.0,0,0,0
"plan3280","e5d915a06b","Associate",61145.0,2,122290.0,0,0,2
"plan3279","3b059adbc3","Accountant",59583.0,11,655413.0,0,0,11
"plan3278","dcd6838a41","Engineer",86488.0,3,259464.0,0,0,3
"plan3277","dd0999a6fc","Administrative Officer",94022.0,4,376088.0,0,0,4
"plan3276","8b7e24250e","Project Manager",62977.0,4,251908.0,0,0,4
"plan3275","729098d615","Head of Marketing and Sales",116194.0,0,0.0,0,0,0
"plan3273","ab5cf5af2f","Researcher",93411.0,8,747288.0,0,0,8
"plan3272","8ba94be0fc","Associate",89619.0,3,268857.0,0,0,3
"plan3271","0de3bfda25","Head of Marketing and Sales",103618.0,0,0.0,0,0,0
"plan3270","2ea85f2d46","Project Manager",98020.0,11,1078220.0,0,0,11
"plan3269","dc221cb17e","HR Manager",121487.0,3,364461.0,0,0,3
"plan3268","4c45116552","Associate",126715.0,0,0.0,0,0,0
"plan3267","1322980e80","Researcher",56360.0,3,169080.0,0,0,3
"plan3265","4e2107f156","Secretary",96542.0,7,675794.0,0,0,7
"plan3264","a38f6ce2a2","Secretary",83519.0,0,0.0,0,0,0
"plan3261","8da61cd41b","HR Manager",58473.0,0,0.0,0,0,0
"plan3260","d5c98e5bdb","Designer",52624.0,3,157872.0,0,0,3
"plan3258","f7cea9d558","Accountant",92268.0,0,0.0,0,0,0
"plan3256","7e18704281","Project Manager",147832.0,5,739160.0,0,0,5
"plan3255","18ba67eaeb","Business Development Manager",143944.0,0,0.0,0,0,0
"plan3254","b78542be9b","Project Manager",64221.0,0,0.0,0,0,0
"plan3253","3daec407b5","Business Development Manager",82177.0,2,164354.0,0,0,2
"plan3251","2cea21523b","HR Manager",118039.0,0,0.0,0,0,0
"plan3250","e193d600cf","Analyst",146816.0,0,0.0,0,0,0
"plan3248","de44900263","Designer",146832.0,0,0.0,0,0,0
"plan3247","7902dc68d8","Business Development Manager",140617.0,8,1124936.0,0,0,8
"plan3246","7aa73626e2","Business Development Manager",109166.0,9,982494.0,0,0,9
"plan3244","3fc4913342","Associate",103645.0,0,0.0,0,0,0
"plan3243","b7a954ba4c","Accountant",78828.0,0,0.0,0,0,0
"plan3241","dc30489a75","Analyst",57898.0,5,289490.0,0,0,5
"plan3240","6b52c138b3","Researcher",142085.0,4,568340.0,0,0,4
"plan3239","e397d66acc","Associate",76492.0,9,688428.0,0,0,9
"plan3238","1ac52a28c2","Researcher",124211.0,9,1117899.0,0,0,9
"plan3237","3d677436f4","Engineer",84709.0,2,169418.0,0,0,2
"plan3236","68f8fc4e5e","Designer",109385.0,6,656310.0,0,0,6
"plan3235","cda8339100","HR Manager",97391.0,10,973910.0,0,0,10
"plan3234","723ad87174","Analyst",90916.0,0,0.0,0,0,0
"plan3233","4646590c32","Project Manager",146048.0,4,584192.0,0,0,4
"plan3232","599fb3abc5","Software Developer",99316.0,4,397264.0,0,0,4
"plan3230","450f642ec6","HR Manager",100237.0,9,902133.0,0,0,9
"plan3228","3de116c2bb","Designer",92098.0,3,276294.0,0,0,3
"plan3227","5a07ec6bb6","Accountant",142819.0,0,0.0,0,0,0
"plan3226","89d0d63873","Business Development Manager",113997.0,0,0.0,0,0,0
"plan3224","d89c3f50cd","Project Manager",112222.0,0,0.0,0,0,0
"plan3222","7f7c4b6d3e","Associate",123426.0,0,0.0,0,0,0
"plan3221","e0bdf83ee2","Secretary",96533.0,4,386132.0,0,0,4
"plan3219","94ff00a1dd","HR Manager",58625.0,0,0.0,0,0,0
"plan3217","1519a72983","Secretary",117513.0,0,0.0,0,0,0
"plan3215","240dcf9715","Designer",80755.0,11,888305.0,0,0,11
"plan3214","f485114b74","Accountant",88411.0,2,176822.0,0,0,2
"plan3213","abb6aa4aef","Researcher",82488.0,10,824880.0,0,0,10
"plan3212","9f68e2ba9d","Head of Marketing and Sales",83885.0,9,754965.0,0,0,9
"plan3211","cb4b11ada4","Head of Marketing and Sales",126087.0,8,1008696.0,0,0,8
"plan3210","4f0b174dff","Associate",83449.0,7,584143.0,0,0,7
"plan3209","47eed80b29","Head of Marketing and Sales",58941.0,11,648351.0,0,0,11
"plan3208","06b712188e","Administrative Officer",120970.0,3,362910.0,0,0,3
"plan3207","9e6f06be8d","Project Manager",76728.0,3,230184.0,0,0,3
"plan3206","9078ae8741","Analyst",133548.0,4,534192.0,0,0,4
"plan3205","3f07097808","Software Developer",110402.0,5,552010.0,0,0,5
"plan3204","aa3ff47859","Software Developer",136982.0,10,1369820.0,0,0,10
"plan3203","d163abb608","Analyst",59869.0,6,359214.0,0,0,6
"plan3202","e5fafe38a8","Head of Marketing and Sales",50743.0,0,0.0,0,0,0
"plan3201","6bc7cbe90a","Analyst",128710.0,5,643550.0,0,0,5
"plan3199","d91e5e48e7","Engineer",134916.0,11,1484076.0,0,0,11
"plan3198","98af9f16ee","Administrative Officer",73352.0,0,0.0,0,0,0
"plan3197","225debcc23","Head of Marketing and Sales",125620.0,0,0.0,0,0,0
"plan3196","1b07f9dd26","Researcher",61401.0,8,491208.0,0,0,8
"plan3195","2c2fe1f239","Administrative Officer",94737.0,0,0.0,0,0,0
"plan3194","7699a45a35","Head of Marketing and Sales",63776.0,0,0.0,0,0,0
"plan3193","2cd75eda9e","Project Manager",87777.0,2,175554.0,0,0,2
"plan3189","e7bcbc1758","Secretary",148750.0,9,1338750.0,0,0,9
"plan3188","bb32c02f02","Researcher",135070.0,3,405210.0,0,0,3
"plan3186","7bf15dbc1b","Administrative Officer",110690.0,0,0.0,0,0,0
"plan3185","f8efc5f2b6","Associate",55603.0,0,0.0,0,0,0
"plan3183","ddc6f105b6","Secretary",128338.0,9,1155042.0,0,0,9
"plan3182","18c970c7d5","Accountant",138327.0,7,968289.0,0,0,7
"plan3181","c8d4aeeddb","Head of Marketing and Sales",113710.0,11,1250810.0,0,0,11
"plan3179","015ceafc5f","Engineer",107546.0,6,645276.0,0,0,6
"plan3178","4a7a70d8de","Head of Marketing and Sales",65110.0,0,0.0,0,0,0
"plan3176","7f1d92288e","Designer",50391.0,3,151173.0,0,0,3
"plan3175","0205d64249","Project Manager",74102.0,5,370510.0,0,0,5
"plan3174","e4d9bfcdcc","Associate",144372.0,0,0.0,0,0,0
"plan3173","e81adfa14b","Associate",112488.0,0,0.0,0,0,0
"plan3171","fe3c99bbc3","Associate",61002.0,10,610020.0,0,0,10
"plan3170","bcc097622e","Analyst",108269.0,8,866152.0,0,0,8
"plan3169","f238859cca","Administrative Officer",69580.0,4,278320.0,0,0,4
"plan3168","d9af3d2095","Analyst",97671.0,0,0.0,0,0,0
"plan3167","1cef9af0fb","Associate",136442.0,0,0.0,0,0,0
"plan3165","725eb541d6","Administrative Officer",148744.0,11,1636184.0,0,0,11
"plan3164","c4168054e9","Software Developer",79902.0,0,0.0,0,0,0
"plan3163","e287f9bcc6","Project Manager",129426.0,8,1035408.0,0,0,8
"plan3162","b3884f0106","Researcher",135901.0,6,815406.0,0,0,6
"plan3161","04fbd8aa83","Researcher",128426.0,11,1412686.0,0,0,11
"plan3160","fa631323aa","Software Developer",117348.0,0,0.0,0,0,0
"plan3159","8329ecf140","Researcher",111124.0,10,1111240.0,0,0,10
"plan3157","8f982b6b60","Administrative Officer",135302.0,0,0.0,0,0,0
"plan3156","bfde31fd5c","HR Manager",116919.0,10,1169190.0,0,0,10
"plan3155","2c04715f7b","Secretary",64229.0,11,706519.0,0,0,11
"plan3154","a87c6f8618","Project Manager",125909.0,11,1384999.0,0,0,11
"plan3153","7056226ec9","HR Manager",112044.0,0,0.0,0,0,0
"plan3152","045fc9e77f","Researcher",108783.0,0,0.0,0,0,0
"plan3150","e5fbeae94f","Software Developer",136157.0,4,544628.0,0,0,4
"plan3149","44f05b2ada","Engineer",97823.0,4,391292.0,0,0,4
"plan3147","ea0a0a3c2f","Analyst",146297.0,6,877782.0,0,0,6
"plan3146","2e2ce6c211","Administrative Officer",82388.0,10,823880.0,0,0,10
"plan3145","0c546aad89","Researcher",125828.0,4,503312.0,0,0,4
"plan3144","f6f24949da","Business Development Manager",109481.0,2,218962.0,0,0,2
"plan3143","db6a563838","Software Developer",139750.0,5,698750.0,0,0,5
"plan3142","7f512e5d34","Software Developer",64998.0,4,259992.0,0,0,4
"plan3141","8089a3d76d","Head of Marketing and Sales",108188.0,3,324564.0,0,0,3
"plan3140","e1bc179fd0","Administrative Officer",145545.0,0,0.0,0,0,0
"plan3138","e975533031","Designer",127261.0,0,0.0,0,0,0
"plan3137","838f118298","Secretary",98828.0,0,0.0,0,0,0
"plan3135","0f13707045","Analyst",64498.0,0,0.0,0,0,0
"plan3133","142cb5d5a7","Project Manager",145972.0,0,0.0,0,0,0
"plan3132","689479e514","Designer",146201.0,0,0.0,0,0,0
"plan3131","267cd29343","Researcher",105582.0,0,0.0,0,0,0
"plan3130","85bd9bac41","Accountant",52415.0,0,0.0,0,0,0
"plan3129","b13828c0d1","Associate",71464.0,11,786104.0,0,0,11
"plan3128","c5f5a9a21e","Researcher",126084.0,0,0.0,0,0,0
"plan3127","f5e8027b72","Head of Marketing and Sales",135060.0,10,1350600.0,0,0,10
"plan3126","c10211963f","HR Manager",73662.0,9,662958.0,0,0,9
"plan3125","9e311caaae","Software Developer",147251.0,0,0.0,0,0,0
"plan3124","8f66e34def","Software Developer",136363.0,6,818178.0,0,0,6
"plan3123","0ed59e2270","Head of Marketing and Sales",76195.0,0,0.0,0,0,0
"plan3122","1a302fa387","Head of Marketing and Sales",85692.0,0,0.0,0,0,0
"plan3121","8faf6086d1","Secretary",65553.0,0,0.0,0,0,0
"plan3120","749ee149ad","Associate",62373.0,0,0.0,0,0,0
"plan3119","c22d04898a","Accountant",102112.0,0,0.0,0,0,0
"plan3118","6c80bb83c6","Head of Marketing and Sales",0.0,11,0.0,0,0,11
"plan3117","67b3fe9122","Administrative Officer",117855.0,11,1296405.0,0,0,11
"plan3116","89005a75cb","Secretary",109542.0,0,0.0,0,0,0
"plan3115","a7d7dc031c","Engineer",84390.0,0,0.0,0,0,0
"plan3114","450cb5084c","Accountant",53949.0,0,0.0,0,0,0
"plan3113","7ee89b1129","Accountant",121938.0,0,0.0,0,0,0
"plan3112","1dfd1f9a77","Project Manager",144832.0,0,0.0,0,0,0
"plan3111","82f4ba3d27","Business Development Manager",57064.0,0,0.0,0,0,0
"plan3110","5e072c0b5b","Analyst",123627.0,0,0.0,0,0,0
"plan3109","816d2a9b04","HR Manager",89908.0,0,0.0,0,0,0
"plan3108","1bb49fef04","Administrative Officer",57447.0,0,0.0,0,0,0
"plan3107","bb452ae320","Business Development Manager",91885.0,0,0.0,0,0,0
"plan3106","6c6b3c32b6","Administrative Officer",89323.0,4,357292.0,0,0,4
"plan3105","625cb4ad9b","Associate",50102.0,0,0.0,0,0,0
"plan3104","00e0bac5cf","Secretary",98384.0,7,688688.0,0,0,7
"plan3103","3f384d623d","Head of Marketing and Sales",120204.0,0,0.0,0,0,0
"plan3102","30c246c9a2","Analyst",114191.0,0,0.0,0,0,0
"plan3099","63fee34658","Researcher",146661.0,6,879966.0,0,0,6
"plan3097","5a49121f23","Associate",136702.0,2,273404.0,0,0,2
"plan3096","3c7a72a4b3","Designer",76910.0,0,0.0,0,0,0
"plan3095","421500056e","Accountant",55913.0,0,0.0,0,0,0
"plan3094","9235f53981","Project Manager",75016.0,10,750160.0,0,0,10
"plan3091","01ae5a8cc2","Software Developer",65013.0,0,0.0,0,0,0
"plan3089","bded982daf","HR Manager",79888.0,0,0.0,0,0,0
"plan3086","1ccab08d15","Analyst",97832.0,5,489160.0,0,0,5
"plan3084","fe5df08e09","Analyst",67377.0,0,0.0,0,0,0
"plan3080","9b12f89166","Business Development Manager",73534.0,0,0.0,0,0,0
"plan3078","6faad6b08a","Engineer",141003.0,4,564012.0,0,0,4
"plan3077","d156f36d99","Analyst",53401.0,0,0.0,0,0,0
"plan3076","6b6a0b60b8","Engineer",143272.0,6,859632.0,0,0,6
"plan3074","81e47d9bfc","HR Manager",143763.0,9,1293867.0,0,0,9
"plan3072","eae8e64e30","Business Development Manager",76267.0,6,457602.0,0,0,6
"plan3070","a3e274e70f","Project Manager",136591.0,9,1229319.0,0,0,9
"plan3069","eef500f943","Accountant",62591.0,0,0.0,0,0,0
"plan3066","1809abf649","Secretary",147596.0,4,590384.0,0,0,4
"plan3065","ce2efa94d3","Administrative Officer",91241.0,0,0.0,0,0,0
"plan3063","da4cf19446","Administrative Officer",101124.0,4,404496.0,0,0,4
"plan3062","2cf85c2745","Analyst",87156.0,8,697248.0,0,0,8
"plan3061","aa3d3349ba","Engineer",119047.0,0,0.0,0,0,0
"plan3060","21b079c66d","Accountant",96319.0,3,288957.0,0,0,3
"plan3057","0da25b07b0","Secretary",111415.0,0,0.0,0,0,0
"plan3054","d3017b62be","Associate",65115.0,11,716265.0,0,0,11
"plan3053","53e52a5067","Secretary",100783.0,0,0.0,0,0,0
"plan3052","8996de0a5a","Business Development Manager",131751.0,2,263502.0,0,0,2
"plan3051","a0664f96d7","Designer",102121.0,3,306363.0,0,0,3
"plan3049","52181eb5ea","Researcher",76904.0,0,0.0,0,0,0
"plan3048","ff00253e7f","Software Developer",85678.0,0,0.0,0,0,0
"plan3047","acb9fa9bd5","Designer",76569.0,0,0.0,0,0,0
"plan3045","ad2a23472f","Associate",63915.0,9,575235.0,0,0,9
"plan3044","b2e1694aa4","Secretary",146361.0,0,0.0,0,0,0
"plan3043","46fa8c7530","Software Developer",57014.0,10,570140.0,0,0,10
"plan3042","da00e57a78","Software Developer",54683.0,6,328098.0,0,0,6
"plan3041","df53183fb8","HR Manager",60953.0,10,609530.0,0,0,10
"plan3035","3c0e29fb7b","Associate",94278.0,5,471390.0,0,0,5
"plan3033","2b646e8b83","Administrative Officer",146673.0,9,1320057.0,0,0,9
"plan3032","7539921a74","Accountant",112279.0,0,0.0,0,0,0
"plan3029","b9948d2a05","Accountant",52866.0,5,264330.0,0,0,5
"plan3027","12b96ffb36","Researcher",86299.0,0,0.0,0,0,0
"plan3026","292aa23546","Secretary",117621.0,11,1293831.0,0,0,11
"plan3025","a29fd51a99","Engineer",96751.0,8,774008.0,0,0,8
"plan3023","d3a7083ee6","Accountant",56015.0,0,0.0,0,0,0
"plan3022","693fc43fc0","Project Manager",102893.0,0,0.0,0,0,0
"plan3019","1de36d4084","Secretary",133704.0,0,0.0,0,0,0
"plan3018","0f454d088e","Analyst",118745.0,2,237490.0,0,0,2
"plan3017","266ff06ec9","Head of Marketing and Sales",64519.0,0,0.0,0,0,0
"plan3016","c88583a86a","Software Developer",67114.0,11,738254.0,0,0,11
"plan3015","d579add9d9","Analyst",106730.0,0,0.0,0,0,0
"plan3014","88053c2e35","Software Developer",88804.0,6,532824.0,0,0,6
"plan3013","9ee25282e3","Accountant",112531.0,6,675186.0,0,0,6
"plan3012","0198efbd7e","Designer",50847.0,7,355929.0,0,0,7
"plan3011","ae8b2bcc4c","Head of Marketing and Sales",131010.0,9,1179090.0,0,0,9
"plan3010","6eba2baad5","Secretary",103276.0,0,0.0,0,0,0
"plan3006","953dd364e6","Analyst",74216.0,5,371080.0,0,0,5
"plan3004","04cc189532","Analyst",58771.0,2,117542.0,0,0,2
"plan3003","e63c20e223","Designer",54018.0,0,0.0,0,0,0
"plan3002","cc5be00245","Researcher",68377.0,2,136754.0,0,0,2
"plan3001","f9fc813991","Administrative Officer",55357.0,9,498213.0,0,0,9
"plan2999","6f04fe09ff","Associate",111491.0,10,1114910.0,0,0,10
"plan2998","146b7d5975","Engineer",129130.0,0,0.0,0,0,0
"plan2997","b35729d816","Analyst",98227.0,3,294681.0,0,0,3
"plan2996","0c605155d7","Business Development Manager",148077.0,10,1480770.0,0,0,10
"plan2995","b579f4cb77","Associate",94505.0,10,945050.0,0,0,10
"plan2994","bc7101b0c9","Engineer",104222.0,0,0.0,0,0,0
"plan2992","b6edd210a9","Associate",88212.0,3,264636.0,0,0,3
"plan2991","06b3c649b3","Business Development Manager",126454.0,0,0.0,0,0,0
"plan2990","47a7bc763a","Business Development Manager",69578.0,0,0.0,0,0,0
"plan2985","5d6cf34354","Secretary",133962.0,8,1071696.0,0,0,8
"plan2984","39248058d9","Software Developer",104117.0,0,0.0,0,0,0
"plan2983","5751d4c01d","Secretary",116081.0,0,0.0,0,0,0
"plan2980","98be741751","Engineer",53443.0,2,106886.0,0,0,2
"plan2979","b6a1fcead3","Engineer",91152.0,3,273456.0,0,0,3
"plan2978","2494f88011","Business Development Manager",63263.0,8,506104.0,0,0,8
"plan2977","97d3833a93","Designer",97361.0,0,0.0,0,0,0
"plan2975","7fe16b2893","Business Development Manager",101528.0,2,203056.0,0,0,2
"plan2971","6fbd5c13db","Accountant",53431.0,0,0.0,0,0,0
"plan2969","c8f2a697b3","Software Developer",50544.0,0,0.0,0,0,0
"plan2968","0a6a7ab061","Engineer",148722.0,0,0.0,0,0,0
"plan2967","720f567db4","Analyst",119532.0,0,0.0,0,0,0
"plan2965","7722862068","Associate",58420.0,9,525780.0,0,0,9
"plan2961","36c368024c","Associate",85063.0,0,0.0,0,0,0
"plan2960","84ccc24e58","HR Manager",114468.0,0,0.0,0,0,0
"plan2959","f4f622479b","Software Developer",142814.0,0,0.0,0,0,0
"plan2957","c98483a9d7","Secretary",89564.0,0,0.0,0,0,0
"plan2954","1d51835c49","HR Manager",139866.0,0,0.0,0,0,0
"plan2952","e301c247f0","HR Manager",134530.0,0,0.0,0,0,0
"plan2949","ffefa57a46","Engineer",76227.0,2,152454.0,0,0,2
"plan2948","698e93a731","Researcher",104556.0,0,0.0,0,0,0
"plan2947","b4771e3244","Software Developer",69618.0,2,139236.0,0,0,2
"plan2946","7ea93617e7","HR Manager",123698.0,0,0.0,0,0,0
"plan2945","65b5de4818","Secretary",61157.0,0,0.0,0,0,0
"plan2943","33fc4fcc74","Researcher",97190.0,9,874710.0,0,0,9
"plan2942","36e60e2cc1","Researcher",143550.0,2,287100.0,0,0,2
"plan2941","a2170b2b8a","Head of Marketing and Sales",120655.0,3,361965.0,0,0,3
"plan2940","decfbcf9cd","Engineer",89965.0,11,989615.0,0,0,11
"plan2939","84eb696267","Analyst",119257.0,8,954056.0,0,0,8
"plan2938","e20568def4","Accountant",66018.0,7,462126.0,0,0,7
"plan2936","617443aac9","Secretary",53852.0,0,0.0,0,0,0
"plan2934","87df2e994d","Software Developer",54637.0,3,163911.0,0,0,3
"plan2933","2c045da130","Project Manager",138353.0,0,0.0,0,0,0
"plan2932","8275edd6a3","Engineer",71559.0,0,0.0,0,0,0
"plan2931","da484062bb","Software Developer",89272.0,4,357088.0,0,0,4
"plan2929","b304024c5b","Designer",54028.0,0,0.0,0,0,0
"plan2927","c8ce3f3783","Associate",76698.0,10,766980.0,0,0,10
"plan2925","288541c127","Analyst",130670.0,5,653350.0,0,0,5
"plan2924","e408e574c0","Analyst",122365.0,0,0.0,0,0,0
"plan2923","ec25255654","Associate",85262.0,10,852620.0,0,0,10
