"ID","ID (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)"
"plan3022","693fc43fc0",0,0.0,"Project Manager",102893.0,0,0,0
"plan3019","1de36d4084",0,0.0,"Secretary",133704.0,0,0,0
"plan3018","0f454d088e",2,237490.0,"Analyst",118745.0,0,2,0
"plan3017","266ff06ec9",0,0.0,"Head of Marketing and Sales",64519.0,0,0,0
"plan3016","c88583a86a",11,738254.0,"Software Developer",67114.0,0,11,0
"plan3015","d579add9d9",0,0.0,"Analyst",106730.0,0,0,0
"plan3014","88053c2e35",6,532824.0,"Software Developer",88804.0,0,6,0
"plan3013","9ee25282e3",6,675186.0,"Accountant",112531.0,0,6,0
"plan3012","0198efbd7e",7,355929.0,"Designer",50847.0,0,7,0
"plan3011","ae8b2bcc4c",9,1179090.0,"Head of Marketing and Sales",131010.0,0,9,0
"plan3010","6eba2baad5",0,0.0,"Secretary",103276.0,0,0,0
"plan3006","953dd364e6",5,371080.0,"Analyst",74216.0,0,5,0
"plan3004","04cc189532",2,117542.0,"Analyst",58771.0,0,2,0
"plan3003","e63c20e223",0,0.0,"Designer",54018.0,0,0,0
"plan3002","cc5be00245",2,136754.0,"Researcher",68377.0,0,2,0
"plan3001","f9fc813991",9,498213.0,"Administrative Officer",55357.0,0,9,0
"plan2999","6f04fe09ff",10,1114910.0,"Associate",111491.0,0,10,0
"plan2998","146b7d5975",0,0.0,"Engineer",129130.0,0,0,0
"plan2997","b35729d816",3,294681.0,"Analyst",98227.0,0,3,0
"plan2996","0c605155d7",10,1480770.0,"Business Development Manager",148077.0,0,10,0
"plan2995","b579f4cb77",10,945050.0,"Associate",94505.0,0,10,0
"plan2994","bc7101b0c9",0,0.0,"Engineer",104222.0,0,0,0
"plan2992","b6edd210a9",3,264636.0,"Associate",88212.0,0,3,0
"plan2991","06b3c649b3",0,0.0,"Business Development Manager",126454.0,0,0,0
"plan2990","47a7bc763a",0,0.0,"Business Development Manager",69578.0,0,0,0
"plan2985","5d6cf34354",8,1071696.0,"Secretary",133962.0,0,8,0
"plan2984","39248058d9",0,0.0,"Software Developer",104117.0,0,0,0
"plan2983","5751d4c01d",0,0.0,"Secretary",116081.0,0,0,0
"plan2980","98be741751",2,106886.0,"Engineer",53443.0,0,2,0
"plan2979","b6a1fcead3",3,273456.0,"Engineer",91152.0,0,3,0
"plan2978","2494f88011",8,506104.0,"Business Development Manager",63263.0,0,8,0
"plan2977","97d3833a93",0,0.0,"Designer",97361.0,0,0,0
"plan2975","7fe16b2893",2,203056.0,"Business Development Manager",101528.0,0,2,0
"plan2971","6fbd5c13db",0,0.0,"Accountant",53431.0,0,0,0
"plan2969","c8f2a697b3",0,0.0,"Software Developer",50544.0,0,0,0
"plan2968","0a6a7ab061",0,0.0,"Engineer",148722.0,0,0,0
"plan2967","720f567db4",0,0.0,"Analyst",119532.0,0,0,0
"plan2965","7722862068",9,525780.0,"Associate",58420.0,0,9,0
"plan2961","36c368024c",0,0.0,"Associate",85063.0,0,0,0
"plan2960","84ccc24e58",0,0.0,"HR Manager",114468.0,0,0,0
"plan2959","f4f622479b",0,0.0,"Software Developer",142814.0,0,0,0
"plan2957","c98483a9d7",0,0.0,"Secretary",89564.0,0,0,0
"plan2954","1d51835c49",0,0.0,"HR Manager",139866.0,0,0,0
"plan2952","e301c247f0",0,0.0,"HR Manager",134530.0,0,0,0
"plan2949","ffefa57a46",2,152454.0,"Engineer",76227.0,0,2,0
"plan2948","698e93a731",0,0.0,"Researcher",104556.0,0,0,0
"plan2947","b4771e3244",2,139236.0,"Software Developer",69618.0,0,2,0
"plan2946","7ea93617e7",0,0.0,"HR Manager",123698.0,0,0,0
"plan2945","65b5de4818",0,0.0,"Secretary",61157.0,0,0,0
"plan2943","33fc4fcc74",9,874710.0,"Researcher",97190.0,0,9,0
"plan2942","36e60e2cc1",2,287100.0,"Researcher",143550.0,0,2,0
"plan2941","a2170b2b8a",3,361965.0,"Head of Marketing and Sales",120655.0,0,3,0
"plan2940","decfbcf9cd",11,989615.0,"Engineer",89965.0,0,11,0
"plan2939","84eb696267",8,954056.0,"Analyst",119257.0,0,8,0
"plan2938","e20568def4",7,462126.0,"Accountant",66018.0,0,7,0
"plan2936","617443aac9",0,0.0,"Secretary",53852.0,0,0,0
"plan2934","87df2e994d",3,163911.0,"Software Developer",54637.0,0,3,0
"plan2933","2c045da130",0,0.0,"Project Manager",138353.0,0,0,0
"plan2932","8275edd6a3",0,0.0,"Engineer",71559.0,0,0,0
"plan2931","da484062bb",4,357088.0,"Software Developer",89272.0,0,4,0
"plan2929","b304024c5b",0,0.0,"Designer",54028.0,0,0,0
"plan2927","c8ce3f3783",10,766980.0,"Associate",76698.0,0,10,0
"plan2925","288541c127",5,653350.0,"Analyst",130670.0,0,5,0
"plan2924","e408e574c0",0,0.0,"Analyst",122365.0,0,0,0
"plan2923","ec25255654",10,852620.0,"Associate",85262.0,0,10,0
"plan2922","a473775c77",0,0.0,"Designer",102302.0,0,0,0
"plan2919","6eb230494a",0,0.0,"Software Developer",56113.0,0,0,0
"plan2918","9d0dc3af4e",0,0.0,"HR Manager",77992.0,0,0,0
"plan2915","2c01b36554",8,583504.0,"Administrative Officer",72938.0,0,8,0
"plan2914","c012b5d237",3,421017.0,"Project Manager",140339.0,0,3,0
"plan2913","cb9be509a6",2,173344.0,"Secretary",86672.0,0,2,0
"plan2912","c104f3ab5b",11,566390.0,"Secretary",51490.0,0,11,0
"plan2911","17fef07c10",0,0.0,"Researcher",107875.0,0,0,0
"plan2910","6dfc676ee8",0,0.0,"Accountant",92622.0,0,0,0
"plan2908","0edfd40077",0,0.0,"Business Development Manager",74171.0,0,0,0
"plan2907","e12477dfd9",3,334971.0,"Designer",111657.0,0,3,0
"plan2904","b3a5386b3b",7,780738.0,"Head of Marketing and Sales",111534.0,0,7,0
"plan2903","f63b744074",0,0.0,"Software Developer",59020.0,0,0,0
"plan2902","66ca6ada27",6,846816.0,"Project Manager",141136.0,0,6,0
"plan2901","1cbc6c85b1",4,468472.0,"Project Manager",117118.0,0,4,0
"plan2900","1a874f0788",10,674570.0,"HR Manager",67457.0,0,10,0
"plan2896","8af0b348d5",0,0.0,"Associate",111432.0,0,0,0
"plan2895","7c2b60258d",4,378996.0,"HR Manager",94749.0,0,4,0
"plan2894","40bc53b0a6",0,0.0,"Secretary",86359.0,0,0,0
"plan2892","62f446e80f",5,640600.0,"Software Developer",128120.0,0,5,0
"plan2891","3abd9f4518",6,635340.0,"Administrative Officer",105890.0,0,6,0
"plan2890","b9a327188d",0,0.0,"Business Development Manager",51021.0,0,0,0
"plan2889","f8e48adf10",0,0.0,"Associate",73809.0,0,0,0
"plan2888","06ff49a513",0,0.0,"Business Development Manager",89640.0,0,0,0
"plan2887","8506e9e357",0,0.0,"Secretary",65296.0,0,0,0
"plan2885","0ec0744cb1",0,0.0,"Analyst",103756.0,0,0,0
"plan2884","daedfa3981",0,0.0,"Project Manager",107208.0,0,0,0
"plan2883","7f2fee2302",0,0.0,"Administrative Officer",146932.0,0,0,0
"plan2882","093328db4e",0,0.0,"Analyst",105662.0,0,0,0
"plan2881","adb167f8d7",0,0.0,"HR Manager",109916.0,0,0,0
"plan2879","b449e15d92",0,0.0,"Engineer",86647.0,0,0,0
"plan2878","1dd5c1cf8f",8,893464.0,"Head of Marketing and Sales",111683.0,0,8,0
"plan2874","ec49f0cc18",0,0.0,"Project Manager",92897.0,0,0,0
"plan2873","2f9779e3e7",0,0.0,"Business Development Manager",74593.0,0,0,0
"plan2872","94dd16a7d5",9,644301.0,"Engineer",71589.0,0,9,0
"plan2868","63872672a4",0,0.0,"HR Manager",62695.0,0,0,0
"plan2867","1a8b16a9f3",8,643360.0,"Administrative Officer",80420.0,0,8,0
"plan2866","07811207b8",0,0.0,"Project Manager",95361.0,0,0,0
"plan2864","4181f28cb4",9,644022.0,"Administrative Officer",71558.0,0,9,0
"plan2863","c9c37a32b6",10,576040.0,"Head of Marketing and Sales",57604.0,0,10,0
"plan2862","c8da3eb99c",5,739945.0,"Accountant",147989.0,0,5,0
"plan2861","d1a0ae0f29",10,1385590.0,"Software Developer",138559.0,0,10,0
"plan2860","5495441f79",6,393084.0,"HR Manager",65514.0,0,6,0
"plan2859","e3471bedb3",9,1215621.0,"Accountant",135069.0,0,9,0
"plan2858","73b2edd7cc",3,362940.0,"Business Development Manager",120980.0,0,3,0
"plan2857","658ac0de45",0,0.0,"Designer",113654.0,0,0,0
"plan2856","8f2c1d3b56",0,0.0,"HR Manager",128953.0,0,0,0
"plan2855","e2ffb01975",5,625755.0,"Head of Marketing and Sales",125151.0,0,5,0
"plan2854","b81c431f33",0,0.0,"Researcher",118938.0,0,0,0
"plan2852","6e4dbaeaac",3,278898.0,"Accountant",92966.0,0,3,0
"plan2851","ca10468dbe",4,267292.0,"Engineer",66823.0,0,4,0
"plan2850","2f30c1698c",7,493255.0,"Designer",70465.0,0,7,0
"plan2849","21d231a071",3,344061.0,"Researcher",114687.0,0,3,0
"plan2848","ab2ec9a1de",10,1121400.0,"Engineer",112140.0,0,10,0
"plan2847","7057316b5c",2,197594.0,"Accountant",98797.0,0,2,0
"plan2846","4e29440e77",0,0.0,"Associate",144206.0,0,0,0
"plan2844","f38c2d148a",6,681288.0,"Business Development Manager",113548.0,0,6,0
"plan2843","7fc74280ed",0,0.0,"Secretary",64582.0,0,0,0
"plan2840","3a94160964",10,904580.0,"Administrative Officer",90458.0,0,10,0
"plan2838","d8b1e84372",0,0.0,"Designer",131834.0,0,0,0
"plan2837","c6266fc363",0,0.0,"Analyst",124140.0,0,0,0
"plan2835","547a2ec129",0,0.0,"HR Manager",139573.0,0,0,0
"plan2834","b09cc42b5c",0,0.0,"Business Development Manager",57764.0,0,0,0
"plan2832","d029dec887",0,0.0,"Software Developer",101560.0,0,0,0
"plan2831","d147b644ad",0,0.0,"Associate",111305.0,0,0,0
"plan2829","b4e37b40f7",0,0.0,"Analyst",115316.0,0,0,0
"plan2828","f965ae54ce",0,0.0,"Administrative Officer",86640.0,0,0,0
"plan2827","bbeabe02b3",0,0.0,"Head of Marketing and Sales",75627.0,0,0,0
"plan2825","e5c1acaf6f",6,488292.0,"Secretary",81382.0,0,6,0
"plan2824","0b78a7a159",0,0.0,"Researcher",146258.0,0,0,0
"plan2823","fb904eefb2",10,1075020.0,"Researcher",107502.0,0,10,0
"plan2822","ee35e80923",0,0.0,"Designer",58984.0,0,0,0
"plan2819","ed6a093a4d",0,0.0,"Software Developer",79002.0,0,0,0
"plan2818","7aa912e2b7",10,755180.0,"Project Manager",75518.0,0,10,0
"plan2815","983adf0200",0,0.0,"Engineer",122348.0,0,0,0
"plan2814","75b1d921b2",0,0.0,"Business Development Manager",96286.0,0,0,0
"plan2813","8183bb0916",0,0.0,"Head of Marketing and Sales",128366.0,0,0,0
"plan2812","9091d3dabc",0,0.0,"Administrative Officer",101029.0,0,0,0
"plan2811","7b9bf580b3",0,0.0,"Software Developer",139989.0,0,0,0
"plan2810","31521f2a3d",6,440670.0,"Researcher",73445.0,0,6,0
"plan2809","9239514249",0,0.0,"Engineer",92028.0,0,0,0
"plan2808","13f6eb164e",9,596079.0,"Secretary",66231.0,0,9,0
"plan2807","bbd9dc6b65",0,0.0,"Accountant",69456.0,0,0,0
"plan2806","6b0bb1c466",0,0.0,"Secretary",89245.0,0,0,0
"plan2805","c0f0e99094",9,1127601.0,"Administrative Officer",125289.0,0,9,0
"plan2804","3ddbbcf93c",11,1298682.0,"Accountant",118062.0,0,11,0
"plan2803","cb2672d0d6",0,0.0,"Software Developer",72174.0,0,0,0
"plan2802","2e4bf43fbb",0,0.0,"Designer",96999.0,0,0,0
"plan2801","734ed8be59",9,1217178.0,"HR Manager",135242.0,0,9,0
"plan2800","9eb46f1826",0,0.0,"Business Development Manager",142764.0,0,0,0
"plan2799","ad96086ed7",6,396324.0,"Associate",66054.0,0,6,0
"plan2798","093335f6cb",0,0.0,"Engineer",119253.0,0,0,0
"plan2797","726761edd9",11,1045330.0,"Head of Marketing and Sales",95030.0,0,11,0
"plan2796","bdf92d72a8",0,0.0,"Engineer",55480.0,0,0,0
"plan2795","ca34a344bd",2,223248.0,"Engineer",111624.0,0,2,0
"plan2794","18f5b9fa63",0,0.0,"Associate",50981.0,0,0,0
"plan2792","2be9215b4a",0,0.0,"Engineer",124485.0,0,0,0
"plan2791","62cd7be205",0,0.0,"Head of Marketing and Sales",94716.0,0,0,0
"plan2790","0d69adaffb",0,0.0,"Associate",136108.0,0,0,0
"plan2788","e92449b606",3,444147.0,"Designer",148049.0,0,3,0
"plan2787","8fa3d7ea00",0,0.0,"Business Development Manager",126340.0,0,0,0
"plan2786","fac17ea500",0,0.0,"Secretary",106118.0,0,0,0
"plan2784","4937443584",8,1084448.0,"Secretary",135556.0,0,8,0
"plan2783","19ee874d9b",6,444708.0,"Analyst",74118.0,0,6,0
"plan2781","8aebdea32a",9,1208106.0,"Software Developer",134234.0,0,9,0
"plan2779","fb7f6d5c2e",11,694826.0,"Head of Marketing and Sales",63166.0,0,11,0
"plan2778","ade109f8ce",0,0.0,"Designer",99804.0,0,0,0
"plan2777","5d680ab979",0,0.0,"Project Manager",132358.0,0,0,0
"plan2773","ff53821cd0",3,384294.0,"Secretary",128098.0,0,3,0
"plan2772","22fb675c32",8,1088872.0,"Researcher",136109.0,0,8,0
"plan2770","0ef5638c6e",0,0.0,"Software Developer",103764.0,0,0,0
"plan2769","1a3b5415f5",0,0.0,"HR Manager",142611.0,0,0,0
"plan2768","88465de146",0,0.0,"Project Manager",55958.0,0,0,0
"plan2767","801e744acf",10,615430.0,"Secretary",61543.0,0,10,0
"plan2766","6e37833b2e",0,0.0,"Designer",86691.0,0,0,0
"plan2765","8193c9ddac",0,0.0,"Head of Marketing and Sales",90412.0,0,0,0
"plan2764","f84d64c8dc",0,0.0,"HR Manager",100221.0,0,0,0
"plan2763","e49818e10b",2,143060.0,"Software Developer",71530.0,0,2,0
"plan2761","a3f5d1e12a",11,967989.0,"Business Development Manager",87999.0,0,11,0
"plan2760","ff556a9f02",10,1402480.0,"Designer",140248.0,0,10,0
"plan2759","ca53f3a899",0,0.0,"Accountant",58059.0,0,0,0
"plan2757","877de31de6",0,0.0,"Business Development Manager",60418.0,0,0,0
"plan2756","d6a8aedfe1",0,0.0,"HR Manager",84960.0,0,0,0
"plan2755","6f57ed705b",0,0.0,"Project Manager",132669.0,0,0,0
"plan2754","f07d5351ac",0,0.0,"Engineer",60776.0,0,0,0
"plan2753","99929bee00",11,1441374.0,"Project Manager",131034.0,0,11,0
"plan2752","07eceeaa38",6,707172.0,"Associate",117862.0,0,6,0
"plan2751","9453f4b2ee",9,971226.0,"Analyst",107914.0,0,9,0
"plan2750","af03b6bf2e",3,252426.0,"Designer",84142.0,0,3,0
"plan2749","fa74dcbd9c",0,0.0,"HR Manager",53390.0,0,0,0
"plan2747","8d601d9073",6,379350.0,"Project Manager",63225.0,0,6,0
"plan2746","0edb6b4e7b",9,1045791.0,"Designer",116199.0,0,9,0
"plan2745","0f63090c37",0,0.0,"Secretary",69637.0,0,0,0
"plan2743","e002246162",0,0.0,"Analyst",128759.0,0,0,0
"plan2742","89f5c71996",0,0.0,"Researcher",107005.0,0,0,0
"plan2741","92b9e8bc69",0,0.0,"Administrative Officer",102292.0,0,0,0
"plan2739","04c8cbb289",0,0.0,"Head of Marketing and Sales",108681.0,0,0,0
"plan2738","21d045a3c9",2,268770.0,"Engineer",134385.0,0,2,0
"plan2737","161cc649bc",0,0.0,"HR Manager",131018.0,0,0,0
"plan2736","2bf24e15b3",10,839630.0,"Accountant",83963.0,0,10,0
"plan2735","fb9bb92aa4",0,0.0,"Designer",112921.0,0,0,0
"plan2734","dfc27e3677",8,741152.0,"Designer",92644.0,0,8,0
"plan2733","3adb088c9b",3,425049.0,"Secretary",141683.0,0,3,0
"plan2732","f6a3fae067",3,431874.0,"Associate",143958.0,0,3,0
"plan2731","8185bcc2b4",10,872820.0,"Engineer",87282.0,0,10,0
"plan2730","8a5deb2822",6,853890.0,"Accountant",142315.0,0,6,0
"plan2729","27270feaf0",4,518908.0,"Software Developer",129727.0,0,4,0
"plan2728","341b0a811b",0,0.0,"Analyst",97996.0,0,0,0
"plan2727","582466814f",0,0.0,"Project Manager",58263.0,0,0,0
"plan2725","e73eb8c745",0,0.0,"Associate",112029.0,0,0,0
"plan2724","175b5e69fc",10,901940.0,"Analyst",90194.0,0,10,0
"plan2723","0fd4933598",0,0.0,"Engineer",82976.0,0,0,0
"plan2722","86c73a7eb5",0,0.0,"Accountant",110523.0,0,0,0
"plan2720","59ac6ea2b4",4,541656.0,"Designer",135414.0,0,4,0
"plan2719","145aeb3c22",11,599269.0,"Administrative Officer",54479.0,0,11,0
"plan2718","fe6b2c249d",0,0.0,"Project Manager",80020.0,0,0,0
"plan2717","9a77ca3f21",0,0.0,"Business Development Manager",96470.0,0,0,0
"plan2715","e9c16f6057",2,156554.0,"Head of Marketing and Sales",78277.0,0,2,0
"plan2714","39a945e97a",0,0.0,"Project Manager",81857.0,0,0,0
"plan2713","03364a5f65",0,0.0,"Associate",104620.0,0,0,0
"plan2711","31d684159f",0,0.0,"Analyst",141776.0,0,0,0
"plan2710","d14de8c1b5",0,0.0,"Administrative Officer",114321.0,0,0,0
"plan2708","1f5fadae69",9,1076463.0,"Head of Marketing and Sales",119607.0,0,9,0
"plan2707","93a4a84a1c",2,296868.0,"Accountant",148434.0,0,2,0
"plan2706","2d191edb09",11,961862.0,"Secretary",87442.0,0,11,0
"plan2705","02869e1983",4,365532.0,"Engineer",91383.0,0,4,0
"plan2704","2c06a56eca",0,0.0,"Software Developer",61064.0,0,0,0
"plan2703","5ce008b517",0,0.0,"Head of Marketing and Sales",69401.0,0,0,0
"plan2702","262feb9132",0,0.0,"Designer",50340.0,0,0,0
"plan2701","1747e8a4ce",7,564459.0,"Software Developer",80637.0,0,7,0
"plan2700","af9d126790",3,448617.0,"Engineer",149539.0,0,3,0
"plan2699","c41f4befcc",0,0.0,"Business Development Manager",143023.0,0,0,0
"plan2698","804364c409",0,0.0,"Software Developer",64359.0,0,0,0
"plan2696","a9317decf0",0,0.0,"Analyst",118690.0,0,0,0
"plan2695","5195fa9d63",0,0.0,"Business Development Manager",117599.0,0,0,0
"plan2693","9c19b25600",6,327810.0,"HR Manager",54635.0,0,6,0
"plan2692","2f183b5215",0,0.0,"Designer",125362.0,0,0,0
"plan2691","9699a3a1e9",10,1022260.0,"Software Developer",102226.0,0,10,0
"plan2690","60bda81ddd",5,638765.0,"Head of Marketing and Sales",127753.0,0,5,0
"plan2688","d22532471e",11,746856.0,"HR Manager",67896.0,0,11,0
"plan2687","58d03d27c6",0,0.0,"Project Manager",91927.0,0,0,0
"plan2686","6531a0d5ee",0,0.0,"Business Development Manager",115252.0,0,0,0
"plan2685","dd48b574f6",3,399966.0,"Engineer",133322.0,0,3,0
"plan2682","60ba612d53",10,1345660.0,"Analyst",134566.0,0,10,0
"plan2681","c8e4f0a3c9",0,0.0,"HR Manager",70458.0,0,0,0
"plan2680","8663a21601",0,0.0,"HR Manager",53098.0,0,0,0
"plan2679","21e1799322",0,0.0,"Software Developer",109966.0,0,0,0
"plan2677","13f0b413a9",0,0.0,"Associate",69571.0,0,0,0
"plan2675","932ae09fb0",5,731180.0,"Analyst",146236.0,0,5,0
"plan2674","0eefd25402",0,0.0,"Accountant",139881.0,0,0,0
"plan2673","31aabcb3da",0,0.0,"Analyst",91844.0,0,0,0
"plan2671","96f7d4e6d3",7,430164.0,"Project Manager",61452.0,0,7,0
"plan2670","7189258643",0,0.0,"Software Developer",72817.0,0,0,0
"plan2668","a221c605a3",0,0.0,"Secretary",138170.0,0,0,0
"plan2665","b8d2cb6d15",8,795416.0,"Administrative Officer",99427.0,0,8,0
"plan2662","b21ddb1ad8",6,740742.0,"Engineer",123457.0,0,6,0
"plan2661","095d83131c",11,688875.0,"HR Manager",62625.0,0,11,0
"plan2658","e374aca7a8",10,1158700.0,"HR Manager",115870.0,0,10,0
"plan2657","ee891619c5",6,721314.0,"Accountant",120219.0,0,6,0
"plan2654","5f28c94442",0,0.0,"Associate",130842.0,0,0,0
"plan2652","2dcded1ded",9,515844.0,"Researcher",57316.0,0,9,0
"plan2651","3981c5f633",7,904778.0,"Analyst",129254.0,0,7,0
"plan2650","cc6f9d164b",2,186726.0,"Accountant",93363.0,0,2,0
"plan2649","d7787a6ac9",0,0.0,"Associate",110826.0,0,0,0
"plan2648","7d0fa6de7f",4,459436.0,"Secretary",114859.0,0,4,0
"plan2642","d36285bc95",0,0.0,"Head of Marketing and Sales",78016.0,0,0,0
"plan2640","1424eaec7f",2,270014.0,"Analyst",135007.0,0,2,0
"plan2639","e5d4d98d34",9,1265022.0,"Accountant",140558.0,0,9,0
"plan2638","3f7a263fa4",5,553230.0,"Project Manager",110646.0,0,5,0
"plan2637","be8f00e93e",7,398398.0,"Business Development Manager",56914.0,0,7,0
"plan2636","3460576236",0,0.0,"HR Manager",136603.0,0,0,0
"plan2635","6a31a9b6b2",6,363120.0,"Secretary",60520.0,0,6,0
"plan2634","d4a6587625",0,0.0,"Software Developer",138922.0,0,0,0
"plan2633","287d552c0c",11,1143714.0,"Designer",103974.0,0,11,0
"plan2631","0e311cc334",0,0.0,"Designer",59537.0,0,0,0
"plan2630","76eae0a5bb",0,0.0,"Analyst",114547.0,0,0,0
"plan2628","380b98a186",0,0.0,"Business Development Manager",89016.0,0,0,0
"plan2627","14db4d3bd0",7,437577.0,"Head of Marketing and Sales",62511.0,0,7,0
"plan2626","c2e516f98d",0,0.0,"Head of Marketing and Sales",102017.0,0,0,0
"plan2625","c8d7ac7adb",8,767696.0,"Administrative Officer",95962.0,0,8,0
"plan2623","16ab233896",4,521916.0,"Engineer",130479.0,0,4,0
"plan2622","d5c5e1fc11",9,678843.0,"Designer",75427.0,0,9,0
"plan2621","e9329f8615",0,0.0,"HR Manager",59434.0,0,0,0
"plan2620","2428fe1e44",11,962038.0,"Accountant",87458.0,0,11,0
"plan2618","9d2ebfb463",5,608230.0,"Engineer",121646.0,0,5,0
"plan2616","b6e5ddca41",7,943740.0,"Software Developer",134820.0,0,7,0
"plan2615","00c36fc6f7",0,0.0,"HR Manager",64707.0,0,0,0
"plan2614","9afa11619b",3,348588.0,"Secretary",116196.0,0,3,0
"plan2612","42375a61ce",7,661353.0,"Head of Marketing and Sales",94479.0,0,7,0
"plan2611","a23fd22250",0,0.0,"Accountant",59576.0,0,0,0
"plan2610","54d42ef77e",3,206466.0,"Engineer",68822.0,0,3,0
"plan2609","efb0996222",6,760716.0,"Designer",126786.0,0,6,0
"plan2608","66c842cb3c",0,0.0,"Accountant",92421.0,0,0,0
"plan2607","4bb22b8882",0,0.0,"Associate",81879.0,0,0,0
"plan2606","d6d4cf1c55",0,0.0,"Software Developer",86019.0,0,0,0
"plan2604","fbb2f2c7be",11,1179893.0,"HR Manager",107263.0,0,11,0
"plan2603","11d4f55c16",0,0.0,"Business Development Manager",115783.0,0,0,0
"plan2602","b43f002e3c",9,877302.0,"Head of Marketing and Sales",97478.0,0,9,0
"plan2601","16a95002e1",11,1162282.0,"Project Manager",105662.0,0,11,0
"plan2598","97dd5b024b",4,301084.0,"Head of Marketing and Sales",75271.0,0,4,0
"plan2597","d7e4ba78a1",3,207657.0,"Secretary",69219.0,0,3,0
"plan2596","295497ac65",0,0.0,"Engineer",142910.0,0,0,0
"plan2595","06408cd485",0,0.0,"HR Manager",112516.0,0,0,0
"plan2593","e3715ed912",6,551718.0,"Business Development Manager",91953.0,0,6,0
"plan2592","e7d46a272b",0,0.0,"Designer",56972.0,0,0,0
"plan2591","ed1190ae31",2,154868.0,"Secretary",77434.0,0,2,0
"plan2590","78c36b82ad",0,0.0,"Head of Marketing and Sales",131137.0,0,0,0
"plan2589","c8f54e32d1",11,1588477.0,"Business Development Manager",144407.0,0,11,0
"plan2587","e83644c328",6,653802.0,"Head of Marketing and Sales",108967.0,0,6,0
"plan2586","c5ba2dd351",0,0.0,"Secretary",135359.0,0,0,0
"plan2585","07f2607d8f",8,685528.0,"Analyst",85691.0,0,8,0
"plan2584","1fa5229dac",4,271680.0,"Project Manager",67920.0,0,4,0
"plan2582","352388d260",0,0.0,"Secretary",142813.0,0,0,0
"plan2581","a963265313",0,0.0,"Administrative Officer",119382.0,0,0,0
"plan2579","6bd2610d03",7,800709.0,"Software Developer",114387.0,0,7,0
"plan2578","5749659293",10,731130.0,"Engineer",73113.0,0,10,0
"plan2577","d2b1e38ebd",5,640135.0,"Administrative Officer",128027.0,0,5,0
"plan2576","f66bb4fcbc",3,384582.0,"Secretary",128194.0,0,3,0
"plan2575","16af995aff",9,1204353.0,"Project Manager",133817.0,0,9,0
"plan2572","0081803684",6,556854.0,"Secretary",92809.0,0,6,0
"plan2571","8d835929c6",2,236380.0,"Analyst",118190.0,0,2,0
"plan2569","73160c4a0b",10,1192710.0,"Engineer",119271.0,0,10,0
"plan2567","c0d0cdedc2",0,0.0,"Engineer",76839.0,0,0,0
"plan2566","3db336a9af",0,0.0,"Accountant",129477.0,0,0,0
"plan2565","623420df17",0,0.0,"Administrative Officer",101077.0,0,0,0
"plan2562","0790f4eff5",11,1614866.0,"Researcher",146806.0,0,11,0
"plan2560","312dd14ff3",5,698685.0,"Accountant",139737.0,0,5,0
"plan2559","b453a616f8",0,0.0,"Project Manager",147470.0,0,0,0
